,link,dep_day,dep_time,dep_city,dep_lat,dep_long,dep_addr,arr_city,arr_lat,arr_long,arr_addr,price,distance,seatsleft,seats,trip_id,stops,bookmode,booktype
0,https://www.blablacar.it/passaggio-milano-lipsia-736156360,2017-06-01,09:00:20,Milano,45.48604357,9.216095656,"Loreto M1-M2, Milan",Lipsia,51.3396955,12.3730747,"Lipsia, Germania",55.5,883,2,2,736156360-milano-lipsia,"[Milano, Lipsia]",manual,online
1,https://www.blablacar.it/passaggio-milano-novara-771482640,2017-06-01,13:00:17,Milano,45.4654219,9.1859243,"Milano, Italia",Novara,45.44693,8.6221612,"28100 Novara NO, Italia",5.5,51,1,1,771482640-milano-novara,"[Milano, Novara, Limone Piemonte]",manual,online
2,https://www.blablacar.it/passaggio-milano-trieste-705451468,2017-06-01,19:00:41,Milano,45.4654219,9.1859243,"Milano, Italia",Trieste,45.6495264,13.7768182,"Trieste, Italia",38.0,418,3,3,705451468-milano-trieste,"[Milano, Trieste]",manual,online
3,https://www.blablacar.it/passaggio-milano-montecreto-767548270,2017-06-01,19:30:00,Milano,45.4304199,9.1763022,"Piazza Abbiategrasso, Milano, MI",Montecreto,44.2489389,10.7190938,"Montecreto, MO",15.0,238,3,3,767548270-milano-montecreto,"[Milano, Montecreto]",manual,online
4,https://www.blablacar.it/passaggio-milano-botricello-769839290,2017-06-01,21:00:00,Milano,45.4654219,9.1859243,"Milano, Italia",Botricello,38.9348164,16.8554977,"88070 Botricello CZ, Italia",72.0,1186,2,2,769839290-milano-botricello,"[Milano, Botricello]",manual,online
5,https://www.blablacar.it/passaggio-milano-bologna-710305594,2017-06-01,22:00:44,Milano,45.4403,9.22468,"Piazzale Luigi Emanuele Corvetto, Milano, MI",Bologna,44.4949,11.3426,"Bologna, BO",14.0,207,4,4,710305594-milano-bologna,"[Milano, Bologna, Jesi]",auto,online
6,https://www.blablacar.it/passaggio-mailand-genua-759526145,2017-06-02,03:50:06,Milano,45.4654219,9.1859243,"Mailand, Italien",Genova,44.4056499,8.946256,"Genua, Italien",6.5,148,4,4,759526145-mailand-genua,"[Francoforte, Milano, Genova, Finale Ligure]",manual,online
7,https://www.blablacar.it/passaggio-milano-firenze-760839170,2017-06-02,08:00:00,Milano,45.4524496,9.2024382,"Piazzale Medaglie D'Oro, 1, 20135 Milano, Italia",Firenze,43.7695604,11.2558136,"Firenze, Italia",17.5,311,1,2,760839170-milano-firenze,"[Milano, Firenze]",manual,online
8,https://www.blablacar.it/passaggio-milano-getaria-753947140,2017-06-02,12:00:00,Milano,45.4654219,9.1859243,Milano,Getaria,43.3077339,-2.2021494,Getaria,75.5,1239,2,2,753947140-milano-getaria,"[Milano, Getaria]",manual,online
9,https://www.blablacar.it/passaggio-milano-eliporto-circuito-mugello-circuito-del-mugello-50038-scarperia-fi-italia-765451385,2017-06-03,15:00:41,Milano,45.4682599,9.156194,Milano,"Eliporto Circuito Mugello, Circuito del Mugello, 50038 Scarperia",44.0004072,11.3750285,"Eliporto Circuito Mugello, Circuito del Mugello, 50038 Scarperia",20.5,293,2,2,765451385-milano-eliporto-circuito-mugello-circuito-del-mugello-50038-scarperia-fi-italia,[Milano],manual,online
