,Unnamed: 0,link,dep_day,dep_time,dep_city,dep_lat,dep_long,dep_addr,arr_city,arr_lat,arr_long,arr_addr,price,distance,seatsleft,seats,trip_id,stops,bookmode,booktype
1496,1496,https://www.blablacar.it/passaggio-milano-firenze-715197329,2017-01-09,20:00:00,Milano,45.4654219,9.1859243,"Milano, Italia",Firenze,43.7695604,11.2558136,"Firenze, Italia",16.5,302,3,3,715197329-milano-firenze,"[Milano, Firenze]",auto,online
1497,1497,https://www.blablacar.it/passaggio-milan-paris-706437353,2017-01-09,21:00:06,Milano,45.4839709,9.2060969,"Centrale, Milano, Italie",Parigi,48.8975116,2.3861153,"Porte de la Villette, 75019 Paris, France",61.0,858,1,3,706437353-milan-paris,"[Genova, Milano, Parigi]",auto,online
1498,1498,https://www.blablacar.it/passaggio-milano-peschiera-del-garda-716938504,2017-01-09,21:20:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Peschiera Del Garda,45.4396385,10.6865449,"Peschiera del Garda, VR, Italia",8.5,137,2,3,716938504-milano-peschiera-del-garda,"[Saint-Bon-Tarentaise, Milano, Peschiera Del Garda]",manual,online
1499,1499,https://www.blablacar.it/passaggio-milano-peschiera-del-garda-711402849,2017-01-09,21:30:16,Milano,45.4654219,9.1859243,"Milano, Italia",Peschiera Del Garda,45.4396385,10.6865449,"37019 Peschiera del Garda VR, Italia",9.5,137,1,4,711402849-milano-peschiera-del-garda,"[Como, Milano, Peschiera Del Garda, Trento]",manual,online
1500,1500,https://www.blablacar.it/passaggio-milano-trento-718340709,2017-01-09,21:30:38,Milano,45.48548,9.238142,"Lambrate M2, Milan",Trento,46.072057,11.119602,"Stazione ferroviaria, Trento",14.0,220,3,3,718340709-milano-trento,"[Milano, Trento]",manual,online
1501,1501,https://www.blablacar.it/passaggio-milano-ancona-717186729,2017-01-09,21:40:00,Milano,45.4654219,9.1859243,"Milano, MI",Ancona,43.6157276,13.5190044,"Ancona, AN",38.0,443,3,3,717186729-milano-ancona,"[Zurigo, Milano, Ancona, San Michele Salentino]",auto,online
1502,1502,https://www.blablacar.it/passaggio-milano-novara-717891084,2017-01-09,22:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Novara,45.446929932,8.622160912,Novara,5.5,54,3,4,717891084-milano-novara,"[Milano, Novara, Torino]",auto,online
1503,1503,https://www.blablacar.it/passaggio-milan-paris-715293864,2017-01-09,22:00:00,Milano,45.46549,9.18588,"Milan, Italie",Parigi,48.856924,2.3526841,Paris,85.0,853,4,4,715293864-milan-paris,"[Milano, Parigi]",manual,online
1504,1504,https://www.blablacar.it/passaggio-milano-brescia-718568589,2017-01-09,22:30:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Brescia,45.541553497,10.211801529,Brescia,7.5,96,3,3,718568589-milano-brescia,"[Milano, Brescia, Verona]",auto,online
1505,1505,https://www.blablacar.it/passaggio-milano-treviso-715917589,2017-01-09,22:30:00,Milano,45.486316681,9.21622467,"Loreto, Milano, MI, Italia",Treviso,45.666889191,12.2430439,"Treviso, TV, Italia",17.5,282,3,3,715917589-milano-treviso,"[Milano, Treviso]",manual,online
1506,1506,https://www.blablacar.it/passaggio-milano-milano-1-717387374,2017-01-09,00:40:02,Milano,45.4461574,9.1928929,"Viale Toscana, Milano, Italia",Milano,45.5101342,9.2641956,"Cascina Gobba, Milano, Italia",1.0,17,2,2,717387374-milano-milano-1,"[Milano, Merate]",none,no_booking
1507,1507,https://www.blablacar.it/passaggio-mailand-1-mailand-2-693367048,2017-01-09,04:50:00,Milano,45.4598898,9.2238808,"Porta Vittoria, Mailand, Italien",Milano,45.4409167,9.2226184,"Corvetto M3, Mailand, Italien",1.0,2,4,4,693367048-mailand-1-mailand-2,"[Pavia, Milano]",none,no_booking
1508,1508,https://www.blablacar.it/passaggio-milano-orio-al-serio-aeroporto-orio-al-serio-bg-717610359,2017-01-09,06:00:00,Milano,45.4247685,9.2032817,"Via Giuseppe Ripamonti, Milano, MI","Orio al Serio - Aeroporto, Orio al serio, BG",45.6659203,9.6953431,"Orio al Serio - Aeroporto, Orio al serio, BG",4.0,62,3,3,717610359-milano-orio-al-serio-aeroporto-orio-al-serio-bg,[Milano],none,no_booking
1509,1509,https://www.blablacar.it/passaggio-milano-caronno-pertusella-717663444,2017-01-09,06:30:13,Milano,45.4654219,9.1859243,"Milano, Italia",Caronno Pertusella,45.5985076,9.0450399,"21042 Caronno Pertusella VA, Italia",2.0,25,3,3,717663444-milano-caronno-pertusella,"[Milano, Caronno Pertusella]",none,no_booking
1510,1510,https://www.blablacar.it/passaggio-milano-varese-717028884,2017-01-09,06:50:00,Milano,45.4722295,9.1825481,"Lanza, 20121 Milano, Italia",Varese,45.8004055,8.842966,"Viale Luigi Borri, 21100 Varese VA, Italia",3.0,57,3,3,717028884-milano-varese,"[Milano, Varese]",none,no_booking
1511,1511,https://www.blablacar.it/passaggio-milano-trezzo-sull-adda-713895909,2017-01-09,07:10:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Trezzo Sull'adda,45.6105975,9.5156844,"Trezzo sull'Adda, MI, Italia",1.0,35,3,3,713895909-milano-trezzo-sull-adda,"[Milano, Trezzo Sull'adda]",none,no_booking
